Table:	CodeValueList
PK	ListName	ListCode	ListCodeNum	SortSeq	CodeValue	MinValue	MaxValue	CodeDesc
23240	SlalomPass52	9	9.000	9	23.00M,49kph,Long,30.4mph	23.000	49.000	
23241	SlalomPass52	10	10.000	10	23.00M,52kph,Long,32.3mph	23.000	52.000	
23242	SlalomPass52	11	11.000	11	18.25M,52kph,15 Off,32.3mph	18.250	52.000	
23243	SlalomPass52	12	12.000	12	16.00M,52kph,22 Off,32.3mph	16.000	52.000	
23244	SlalomPass52	13	13.000	13	14.25M,52kph,28 Off,32.3mph	14.250	52.000	
23245	SlalomPass52	14	14.000	14	13.00M,52kph,32 Off,32.3mph	13.000	52.000	
23246	SlalomPass52	15	15.000	15	12.00M,52kph,35 Off,32.3mph	12.000	52.000	
23247	SlalomPass52	16	16.000	16	11.25M,52kph,38 Off,32.3mph	11.250	52.000	
23248	SlalomPass52	17	17.000	17	10.75M,52kph,39.5 Off,32.3mph	10.750	52.000	
23249	SlalomPass52	18	18.000	18	10.25M,52kph,41 Off,32.3mph	10.250	52.000	
23250	SlalomPass52	19	19.000	19	9.75M,52kph,43 Off,32.3mph	9.750	52.000	
23251	SlalomPass52	20	20.000	20	9.5M,52kph,44 Off,32.3mph	9.500	52.000	
23252	SlalomPass55	1	1.000	1	23.00M,25kph,Long,15.5mph	23.000	25.000	
23253	SlalomPass55	2	2.000	2	23.00M,28kph,Long,17.4mph	23.000	28.000	
23254	SlalomPass55	3	3.000	3	23.00M,31kph,Long,19.3mph	23.000	31.000	
23255	SlalomPass55	4	4.000	4	23.00M,34kph,Long,21.1mph	23.000	34.000	
23256	SlalomPass55	5	5.000	5	23.00M,37kph,Long,23.0mph	23.000	37.000	
23257	SlalomPass55	6	6.000	6	23.00M,40kph,Long,24.9mph	23.000	40.000	
23258	SlalomPass55	7	7.000	7	23.00M,43kph,Long,26.7mph	23.000	43.000	
23259	SlalomPass55	8	8.000	8	23.00M,46kph,Long,28.6mph	23.000	46.000	
23260	SlalomPass55	9	9.000	9	23.00M,49kph,Long,30.4mph	23.000	49.000	
23261	SlalomPass55	10	10.000	10	23.00M,52kph,Long,32.3mph	23.000	52.000	
23262	SlalomPass55	11	11.000	11	23.00M,55kph,Long,34.2mph	23.000	55.000	
23263	SlalomPass55	12	12.000	12	18.25M,55kph,15 Off,34.2mph	18.250	55.000	
23264	SlalomPass55	13	13.000	13	16.00M,55kph,22 Off,34.2mph	16.000	55.000	
23265	SlalomPass55	14	14.000	14	14.25M,55kph,28 Off,34.2mph	14.250	55.000	
23266	SlalomPass55	15	15.000	15	13.00M,55kph,32 Off,34.2mph	13.000	55.000	
23267	SlalomPass55	16	16.000	16	12.00M,55kph,35 Off,34.2mph	12.000	55.000	
23268	SlalomPass55	17	17.000	17	11.25M,55kph,38 Off,34.2mph	11.250	55.000	
23269	SlalomPass55	18	18.000	18	10.75M,55kph,39.5 Off,34.2mph	10.750	55.000	
23270	SlalomPass55	19	19.000	19	10.25M,55kph,41 Off,34.2mph	10.250	55.000	
23271	SlalomPass55	20	20.000	20	9.75M,55kph,43 Off,34.2mph	9.750	55.000	
23272	SlalomPass55	21	21.000	21	9.5M,55kph,44 Off,34.2mph	9.500	55.000	
23273	SlalomPass58	1	1.000	1	23.00M,25kph,Long,15.5mph	23.000	25.000	
23274	SlalomPass58	2	2.000	2	23.00M,28kph,Long,17.4mph	23.000	28.000	
23275	SlalomPass58	3	3.000	3	23.00M,31kph,Long,19.3mph	23.000	31.000	
23276	SlalomPass58	4	4.000	4	23.00M,34kph,Long,21.1mph	23.000	34.000	
23277	SlalomPass58	5	5.000	5	23.00M,37kph,Long,23.0mph	23.000	37.000	
23278	SlalomPass58	6	6.000	6	23.00M,40kph,Long,24.9mph	23.000	40.000	
23279	SlalomPass58	7	7.000	7	23.00M,43kph,Long,26.7mph	23.000	43.000	
23280	SlalomPass58	8	8.000	8	23.00M,46kph,Long,28.6mph	23.000	46.000	
23281	SlalomPass58	9	9.000	9	23.00M,49kph,Long,30.4mph	23.000	49.000	
23282	SlalomPass58	10	10.000	10	23.00M,52kph,Long,32.3mph	23.000	52.000	
23283	SlalomPass58	11	11.000	11	23.00M,55kph,Long,34.2mph	23.000	55.000	
23284	SlalomPass58	12	12.000	12	23.00M,58kph,Long,36.0mph	23.000	58.000	
23285	SlalomPass58	13	13.000	13	18.25M,58kph,15 Off,36.0mph	18.250	58.000	
23286	SlalomPass58	14	14.000	14	16.00M,58kph,22 Off,36.0mph	16.000	58.000	
23287	SlalomPass58	15	15.000	15	14.25M,58kph,28 Off,36.0mph	14.250	58.000	
23288	SlalomPass58	16	16.000	16	13.00M,58kph,32 Off,36.0mph	13.000	58.000	
23289	SlalomPass58	17	17.000	17	12.00M,58kph,35 Off,36.0mph	12.000	58.000	
23290	SlalomPass58	18	18.000	18	11.25M,58kph,38 Off,36.0mph	11.250	58.000	
23291	SlalomPass58	19	19.000	19	10.75M,58kph,39.5 Off,36.0mph	10.750	58.000	
23292	SlalomPass58	20	20.000	20	10.25M,58kph,41 Off,36.0mph	10.250	58.000	
23293	SlalomPass58	21	21.000	21	9.75M,58kph,43 Off,36.0mph	9.750	58.000	
23294	SlalomPass58	22	22.000	22	9.5M,58kph,44 Off,36.0mph	9.500	58.000	
23295	SlalomScoreToPP	0	0.000	1	buoy 1 Time	0.000	0.500	
23296	SlalomScoreToPP	1	1.000	2	buoy 2 Time	1.000	1.500	
23297	SlalomScoreToPP	2	2.000	3	buoy 3 Time	2.000	2.500	
23298	SlalomScoreToPP	3	3.000	4	buoy 4 Time	3.000	3.500	
23299	SlalomScoreToPP	4	4.000	5	buoy 5 Time	4.000	4.500	
23300	SlalomScoreToPP	5	5.000	6	buoy 6 Time	5.000	5.500	
23301	SlalomScoreToPP	6	6.000	7	End Course Time	6.000	6.000	
23302	SlalomSpeeds	58kph	58.000	1	36.0mph	36.000	58.000	
23303	SlalomSpeeds	55kph	55.000	2	34.2mph	34.000	55.000	
23304	SlalomSpeeds	52kph	52.000	3	32.3mph	32.000	52.000	
23305	SlalomSpeeds	49kph	49.000	4	30.4mph	30.000	49.000	
23306	SlalomSpeeds	46kph	46.000	5	28.6mph	28.000	46.000	
23307	SlalomSpeeds	43kph	43.000	6	26.7mph	26.000	43.000	
23308	SlalomSpeeds	40kph	40.000	7	24.9mph	24.000	40.000	
23309	SlalomSpeeds	37kph	37.000	8	23.0mph	23.000	37.000	
23310	SlalomSpeeds	34kph	34.000	9	21.1mph	21.000	34.000	
23311	SlalomSpeeds	31kph	31.000	10	19.3mph	19.000	31.000	
23312	SlalomSpeeds	28kph	28.000	11	17.4mph	17.000	28.000	
23313	SlalomSpeeds	25kph	25.000	12	15.5mph	15.000	25.000	
23314	StateRegion	AR		1	C - South Central			
23315	StateRegion	LA		1	C - South Central			
23316	StateRegion	MS		1	C - South Central			
23317	StateRegion	OK		1	C - South Central			
23318	StateRegion	TX		1	C - South Central			
23319	StateRegion	CT		1	E - East			
23320	StateRegion	DE		1	E - East			
23321	StateRegion	DC		1	E - East			
23322	StateRegion	ME		1	E - East			
23323	StateRegion	MD		1	E - East			
23324	StateRegion	MA		1	E - East			
23325	StateRegion	NH		1	E - East			
23326	StateRegion	NJ		1	E - East			
23327	StateRegion	NY		1	E - East			
23328	StateRegion	PA		1	E - East			
23329	StateRegion	RI		1	E - East			
23330	StateRegion	VT		1	E - East			
23331	StateRegion	VA		1	E - East			
23332	StateRegion	WV		1	E - East			
23333	StateRegion	IL		1	M - Midwest			
23334	StateRegion	IN		1	M - Midwest			
23335	StateRegion	IA		1	M - Midwest			
23336	StateRegion	KS		1	M - Midwest			
23337	StateRegion	MI		1	M - Midwest			
23338	StateRegion	MN		1	M - Midwest			
23339	StateRegion	MO		1	M - Midwest			
23340	StateRegion	NE		1	M - Midwest			
23341	StateRegion	ND		1	M - Midwest			
23342	StateRegion	OH		1	M - Midwest			
23343	StateRegion	WI		1	M - Midwest			
23344	StateRegion	AL		1	S - South			
23345	StateRegion	FL		1	S - South			
23346	StateRegion	GA		1	S - South			
23347	StateRegion	KY		1	S - South			
23348	StateRegion	NC		1	S - South			
23349	StateRegion	SC		1	S - South			
23350	StateRegion	TN		1	S - South			
23351	StateRegion	AK		1	W - West			
23352	StateRegion	AZ		1	W - West			
23353	StateRegion	CA		1	W - West			
23354	StateRegion	CO		1	W - West			
23355	StateRegion	HI		1	W - West			
23356	StateRegion	ID		1	W - West			
23357	StateRegion	MT		1	W - West			
23358	StateRegion	NV		1	W - West			
23359	StateRegion	NM		1	W - West			
23360	StateRegion	OR		1	W - West			
23361	StateRegion	SD		1	W - West			
23362	StateRegion	UT		1	W - West			
23363	StateRegion	WA		1	W - West			
23364	StateRegion	WY		1	W - West			
23365	TeamPlaceMethod	best		0	Best Team Skier			
23366	TeamPlaceMethod	nops		1	NOPS			
23367	TeamPlaceMethod	points		2	10/8/6/4/2 placement points			
23368	TeamPlaceMethod	trials		3	AWSA Team Trials			
23369	TeamPlaceMethod	ncwsa		4	NCWSA			
23370	TechRating	 		1	Unrated			
23371	TechRating	A		2	Assistant			
23372	TechRating	R		3	Regular			
23373	TechRating	S		4	Senior			
23374	TechRating	E		5	Emeritus			
23375	TotalCalcMethod	best		1	Best each event			
23376	TotalCalcMethod	round		2	Best total round			
23377	TotalCalcMethod	last		3	Last round			
23378	TrickJudgesNum	S		1	3	3.000	3.000	
23379	TrickJudgesNum	C		2	3	3.000	3.000	
23380	TrickJudgesNum	F		3	3	3.000	3.000	
23381	TrickJudgesNum	N		4	3	3.000	3.000	
23382	TrickJudgesNum	G		5	3	3.000	3.000	
23383	TrickJudgesNum	U		6	3	3.000	3.000	
23384	TrickJudgesNum	R		7	5	3.000	5.000	
23385	TrickJudgesNum	T		8	5	3.000	5.000	
23386	TrickJudgesNum	I		9	3	3.000	3.000	
23387	TrickJudgesNum	E		10	5	3.000	5.000	
23388	TrickJudgesNum	B		11	5	3.000	5.000	
23389	TrickJudgesNum	A		12	5	3.000	5.000	
23390	TrickJudgesNum	L		13	5	3.000	5.000	
23391	TrickJudgesNum	X		14	5	3.000	5.000	
23392	TrickJudgesNum	$		15	5	3.000	5.000	
23393	TrickJudgesNum	P		16	5	3.000	5.000	
23394	TrickJudgesNum	Q		17	5	3.000	5.000	
00000	AlumniMinSlalom	B2		2	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	B3		3	34kph,21.1mph	-3	34	
00000	AlumniMinSlalom	G2		5	28kph,17.4mph	-1	28	
00000	AlumniMinSlalom	G3		6	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	M1		7	34kph,21.1mph	-3	34	
00000	AlumniMinSlalom	M2		8	34kph,21.1mph	-3	34	
00000	AlumniMinSlalom	M3		9	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	M4		10	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	M5		11	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	M6		12	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	M7		13	28kph,17.4mph	-1	28	
00000	AlumniMinSlalom	W1		18	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	W2		19	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	W3		20	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	W4		21	31kph,19.3mph	-2	31	
00000	AlumniMinSlalom	W5		22	28kph,17.4mph	-1	28	
00000	AlumniMinSlalom	W6		23	28kph,17.4mph	-1	28	
